Название,Цена,Ссылка
Видеокарта Asus GeForce GTX650 DirectCU OC,20 000 тг.,https://www.olx.kz/d/obyavlenie/videokarta-asus-geforce-gtx650-directcu-oc-IDlsvTr.html#f9f01ff837
4G WiFi Интернет Модем Роутер/Работает с Любой Симкартой,23 000 тг.,https://www.olx.kz/d/obyavlenie/4g-wifi-internet-modem-router-rabotaet-s-lyuboy-simkartoy-IDk7CAP.html#f9f01ff837;promoted
Системный блок i3 2100/DDR3 4Gb/HDD 500GB/БП 550W/Игровой корпус/,35 000 тг.,https://www.olx.kz/d/obyavlenie/sistemnyy-blok-i3-2100-ddr3-4gb-hdd-500gb-bp-550w-igrovoy-korpus-IDlsvRs.html#f9f01ff837
"Модемы TP-LINK WI-FI TD-W8961N в Актобе! в ""Спутнике""! АКЦИЯ!",13 800 тг.,https://www.olx.kz/d/obyavlenie/modemy-tp-link-wi-fi-td-w8961n-v-aktobe-v-sputnike-aktsiya-IDiJQpc.html#f9f01ff837;promoted
"i3 10100,GTX1660ti 6Gb,16gb,SSD M.2 240Gb,550w",455 000 тг.,https://www.olx.kz/d/obyavlenie/i3-10100-gtx1660ti-6gb-16gb-ssd-m-2-240gb-550w-IDlpQ3U.html#f9f01ff837;promoted
4GB GTX1050 Ti GDDR5 DP HDMI DVI Gainward (оптовая цена 110000),121 990 тг.,https://www.olx.kz/d/obyavlenie/4gb-gtx1050-ti-gddr5-dp-hdmi-dvi-gainward-optovaya-tsena-110000-IDln73Q.html#f9f01ff837;promoted
Мощный Intel Core i7 20GB 144 герц SSD Игравой Компьютер Сборка 1050ti,385 000 тг.,https://www.olx.kz/d/obyavlenie/moschnyy-intel-core-i7-20gb-144-gerts-ssd-igravoy-kompyuter-sborka-1050ti-IDjT8pq.html#f9f01ff837;promoted
"i7-4770,ОЗУ 1600Ггц,Мониторы 75Гц",5 000 тг.,https://www.olx.kz/d/obyavlenie/i7-4770-ozu-1600ggts-monitory-75gts-IDljB7u.html#f9f01ff837;promoted
Игровой компьютер,260 000 тг.,https://www.olx.kz/d/obyavlenie/igrovoy-kompyuter-IDlsx1u.html#f9f01ff837
Продам системный блок двух ядерный,30 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-sistemnyy-blok-dvuh-yadernyy-IDlsx1B.html#f9f01ff837
Сетевой адаптер Tenda,2 000 тг.,https://www.olx.kz/d/obyavlenie/setevoy-adapter-tenda-IDl0XCz.html#f9f01ff837
Продам ПК I5 9400F/Asus GTX 1650 super,450 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-pk-i5-9400f-asus-gtx-1650-super-IDkYHSq.html#f9f01ff837
Lg 19' монитор LED,25 000 тг.,https://www.olx.kz/d/obyavlenie/lg-19-monitor-led-IDjgdTP.html#f9f01ff837
Мышь оптическая DIGENT IZZIX-FM1000 (встроеный сканер). Продам,3 500 тг.,https://www.olx.kz/d/obyavlenie/mysh-opticheskaya-digent-izzix-fm1000-vstroenyy-skaner-prodam-IDh9EDb.html#f9f01ff837
AOC 24G2/BK 144Hz,63 000 тг.,https://www.olx.kz/d/obyavlenie/aoc-24g2-bk-144hz-IDlrMKl.html#f9f01ff837;promoted
Продам адаптер от флешки,500 тг.,https://www.olx.kz/d/obyavlenie/prodam-adapter-ot-fleshki-IDkhcYy.html#f9f01ff837
Продам компьютер,200 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-kompyuter-IDlsvXH.html#f9f01ff837
Оперативки маленькие по 1000 тенге длинные по 500 тенге,1 000 тг.,https://www.olx.kz/d/obyavlenie/operativki-malenkie-po-1000-tenge-dlinnye-po-500-tenge-IDlsvXy.html#f9f01ff837
Выкуп старых компьютеров !,777 тг.,https://www.olx.kz/d/obyavlenie/vykup-staryh-kompyuterov-IDlsvX2.html#f9f01ff837
Картридж Canon С-EXV 14,7 000 тг.,https://www.olx.kz/d/obyavlenie/kartridzh-canon-s-exv-14-IDk5TG4.html#f9f01ff837
Продам Настольный Компьютер!,50 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-nastolnyy-kompyuter-IDjDXQi.html#f9f01ff837
Коврик для мыши Xiaomi,4 000 тг.,https://www.olx.kz/d/obyavlenie/kovrik-dlya-myshi-xiaomi-IDlsvVp.html#f9f01ff837
"Продам Игровой монитор Asus PG279q 27 дюймов, 1440р, IPS, 165 Герц",220 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-igrovoy-monitor-asus-pg279q-27-dyuymov-1440r-ips-165-gerts-IDjgB7R.html#f9f01ff837
Модем для интернета,2 500 тг.,https://www.olx.kz/d/obyavlenie/modem-dlya-interneta-IDl5fkR.html#f9f01ff837
Продам монитор BRAMA,10 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-monitor-brama-IDkwch5.html#f9f01ff837
Процессор Intel core 2 Duo E 6300,4 000 тг.,https://www.olx.kz/d/obyavlenie/protsessor-intel-core-2-duo-e-6300-IDkmv49.html#f9f01ff837
Компьютер на запчасти,3 000 тг.,https://www.olx.kz/d/obyavlenie/kompyuter-na-zapchasti-IDl4NRt.html#f9f01ff837
Продам Монитор Dell,10 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-monitor-dell-IDkwceQ.html#f9f01ff837
4G WiFi Интернет Модем Роутер/Работает с Любой Симкартой,24 000 тг.,https://www.olx.kz/d/obyavlenie/4g-wifi-internet-modem-router-rabotaet-s-lyuboy-simkartoy-IDkddGj.html#f9f01ff837;promoted
Видеокарта Asus GeForce GTX650 DirectCU OC,20 000 тг.,https://www.olx.kz/d/obyavlenie/videokarta-asus-geforce-gtx650-directcu-oc-IDlsvTr.html#f9f01ff837
4G WiFi Интернет Модем Роутер/Работает с Любой Симкартой,23 000 тг.,https://www.olx.kz/d/obyavlenie/4g-wifi-internet-modem-router-rabotaet-s-lyuboy-simkartoy-IDk7CAP.html#f9f01ff837;promoted
Системный блок i3 2100/DDR3 4Gb/HDD 500GB/БП 550W/Игровой корпус/,35 000 тг.,https://www.olx.kz/d/obyavlenie/sistemnyy-blok-i3-2100-ddr3-4gb-hdd-500gb-bp-550w-igrovoy-korpus-IDlsvRs.html#f9f01ff837
Материнская плата Asrock H61M-VG4 + Intel Core i5 3330 + Озу 4 гб,20 000 тг.,https://www.olx.kz/d/obyavlenie/materinskaya-plata-asrock-h61m-vg4-intel-core-i5-3330-ozu-4-gb-IDlsvRH.html#f9f01ff837
"Модемы TP-LINK WI-FI TD-W8961N в Актобе! в ""Спутнике""! АКЦИЯ!",13 800 тг.,https://www.olx.kz/d/obyavlenie/modemy-tp-link-wi-fi-td-w8961n-v-aktobe-v-sputnike-aktsiya-IDiJQpc.html#f9f01ff837;promoted
"i3 10100,GTX1660ti 6Gb,16gb,SSD M.2 240Gb,550w",455 000 тг.,https://www.olx.kz/d/obyavlenie/i3-10100-gtx1660ti-6gb-16gb-ssd-m-2-240gb-550w-IDlpQ3U.html#f9f01ff837;promoted
4GB GTX1050 Ti GDDR5 DP HDMI DVI Gainward (оптовая цена 110000),121 990 тг.,https://www.olx.kz/d/obyavlenie/4gb-gtx1050-ti-gddr5-dp-hdmi-dvi-gainward-optovaya-tsena-110000-IDln73Q.html#f9f01ff837;promoted
Мощный Intel Core i7 20GB 144 герц SSD Игравой Компьютер Сборка 1050ti,385 000 тг.,https://www.olx.kz/d/obyavlenie/moschnyy-intel-core-i7-20gb-144-gerts-ssd-igravoy-kompyuter-sborka-1050ti-IDjT8pq.html#f9f01ff837;promoted
"i7-4770,ОЗУ 1600Ггц,Мониторы 75Гц",5 000 тг.,https://www.olx.kz/d/obyavlenie/i7-4770-ozu-1600ggts-monitory-75gts-IDljB7u.html#f9f01ff837;promoted
Игровой компьютер,260 000 тг.,https://www.olx.kz/d/obyavlenie/igrovoy-kompyuter-IDlsx1u.html#f9f01ff837
Продам системный блок двух ядерный,30 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-sistemnyy-blok-dvuh-yadernyy-IDlsx1B.html#f9f01ff837
Сетевой адаптер Tenda,2 000 тг.,https://www.olx.kz/d/obyavlenie/setevoy-adapter-tenda-IDl0XCz.html#f9f01ff837
Продам ПК I5 9400F/Asus GTX 1650 super,450 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-pk-i5-9400f-asus-gtx-1650-super-IDkYHSq.html#f9f01ff837
Lg 19' монитор LED,25 000 тг.,https://www.olx.kz/d/obyavlenie/lg-19-monitor-led-IDjgdTP.html#f9f01ff837
Мышь оптическая DIGENT IZZIX-FM1000 (встроеный сканер). Продам,3 500 тг.,https://www.olx.kz/d/obyavlenie/mysh-opticheskaya-digent-izzix-fm1000-vstroenyy-skaner-prodam-IDh9EDb.html#f9f01ff837
AOC 24G2/BK 144Hz,63 000 тг.,https://www.olx.kz/d/obyavlenie/aoc-24g2-bk-144hz-IDlrMKl.html#f9f01ff837;promoted
Продам адаптер от флешки,500 тг.,https://www.olx.kz/d/obyavlenie/prodam-adapter-ot-fleshki-IDkhcYy.html#f9f01ff837
Продам компьютер,200 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-kompyuter-IDlsvXH.html#f9f01ff837
Оперативки маленькие по 1000 тенге длинные по 500 тенге,1 000 тг.,https://www.olx.kz/d/obyavlenie/operativki-malenkie-po-1000-tenge-dlinnye-po-500-tenge-IDlsvXy.html#f9f01ff837
Выкуп старых компьютеров !,777 тг.,https://www.olx.kz/d/obyavlenie/vykup-staryh-kompyuterov-IDlsvX2.html#f9f01ff837
Картридж Canon С-EXV 14,7 000 тг.,https://www.olx.kz/d/obyavlenie/kartridzh-canon-s-exv-14-IDk5TG4.html#f9f01ff837
Продам Настольный Компьютер!,50 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-nastolnyy-kompyuter-IDjDXQi.html#f9f01ff837
Коврик для мыши Xiaomi,4 000 тг.,https://www.olx.kz/d/obyavlenie/kovrik-dlya-myshi-xiaomi-IDlsvVp.html#f9f01ff837
"Продам Игровой монитор Asus PG279q 27 дюймов, 1440р, IPS, 165 Герц",220 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-igrovoy-monitor-asus-pg279q-27-dyuymov-1440r-ips-165-gerts-IDjgB7R.html#f9f01ff837
Модем для интернета,2 500 тг.,https://www.olx.kz/d/obyavlenie/modem-dlya-interneta-IDl5fkR.html#f9f01ff837
Продам монитор BRAMA,10 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-monitor-brama-IDkwch5.html#f9f01ff837
Процессор Intel core 2 Duo E 6300,4 000 тг.,https://www.olx.kz/d/obyavlenie/protsessor-intel-core-2-duo-e-6300-IDkmv49.html#f9f01ff837
Компьютер на запчасти,3 000 тг.,https://www.olx.kz/d/obyavlenie/kompyuter-na-zapchasti-IDl4NRt.html#f9f01ff837
Продам Монитор Dell,10 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-monitor-dell-IDkwceQ.html#f9f01ff837
4G WiFi Интернет Модем Роутер/Работает с Любой Симкартой,24 000 тг.,https://www.olx.kz/d/obyavlenie/4g-wifi-internet-modem-router-rabotaet-s-lyuboy-simkartoy-IDkddGj.html#f9f01ff837;promoted
Видеокарта Asus GeForce GTX650 DirectCU OC,20 000 тг.,https://www.olx.kz/d/obyavlenie/videokarta-asus-geforce-gtx650-directcu-oc-IDlsvTr.html#f9f01ff837
4G WiFi Интернет Модем Роутер/Работает с Любой Симкартой,23 000 тг.,https://www.olx.kz/d/obyavlenie/4g-wifi-internet-modem-router-rabotaet-s-lyuboy-simkartoy-IDk7CAP.html#f9f01ff837;promoted
Системный блок i3 2100/DDR3 4Gb/HDD 500GB/БП 550W/Игровой корпус/,35 000 тг.,https://www.olx.kz/d/obyavlenie/sistemnyy-blok-i3-2100-ddr3-4gb-hdd-500gb-bp-550w-igrovoy-korpus-IDlsvRs.html#f9f01ff837
Материнская плата Asrock H61M-VG4 + Intel Core i5 3330 + Озу 4 гб,20 000 тг.,https://www.olx.kz/d/obyavlenie/materinskaya-plata-asrock-h61m-vg4-intel-core-i5-3330-ozu-4-gb-IDlsvRH.html#f9f01ff837
Сборка компьютеров оптом и в розницу!,80 000 тг.,https://www.olx.kz/d/obyavlenie/sborka-kompyuterov-optom-i-v-roznitsu-IDlpGxT.html#f9f01ff837;promoted
"Модемы TP-LINK WI-FI TD-W8961N в Актобе! в ""Спутнике""! АКЦИЯ!",13 800 тг.,https://www.olx.kz/d/obyavlenie/modemy-tp-link-wi-fi-td-w8961n-v-aktobe-v-sputnike-aktsiya-IDiJQpc.html#f9f01ff837;promoted
"i3 10100,GTX1660ti 6Gb,16gb,SSD M.2 240Gb,550w",455 000 тг.,https://www.olx.kz/d/obyavlenie/i3-10100-gtx1660ti-6gb-16gb-ssd-m-2-240gb-550w-IDlpQ3U.html#f9f01ff837;promoted
4GB GTX1050 Ti GDDR5 DP HDMI DVI Gainward (оптовая цена 110000),121 990 тг.,https://www.olx.kz/d/obyavlenie/4gb-gtx1050-ti-gddr5-dp-hdmi-dvi-gainward-optovaya-tsena-110000-IDln73Q.html#f9f01ff837;promoted
Мощный Intel Core i7 20GB 144 герц SSD Игравой Компьютер Сборка 1050ti,385 000 тг.,https://www.olx.kz/d/obyavlenie/moschnyy-intel-core-i7-20gb-144-gerts-ssd-igravoy-kompyuter-sborka-1050ti-IDjT8pq.html#f9f01ff837;promoted
"i7-4770,ОЗУ 1600Ггц,Мониторы 75Гц",5 000 тг.,https://www.olx.kz/d/obyavlenie/i7-4770-ozu-1600ggts-monitory-75gts-IDljB7u.html#f9f01ff837;promoted
Игровой компьютер,260 000 тг.,https://www.olx.kz/d/obyavlenie/igrovoy-kompyuter-IDlsx1u.html#f9f01ff837
Продам системный блок двух ядерный,30 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-sistemnyy-blok-dvuh-yadernyy-IDlsx1B.html#f9f01ff837
Сетевой адаптер Tenda,2 000 тг.,https://www.olx.kz/d/obyavlenie/setevoy-adapter-tenda-IDl0XCz.html#f9f01ff837
Продам ПК I5 9400F/Asus GTX 1650 super,450 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-pk-i5-9400f-asus-gtx-1650-super-IDkYHSq.html#f9f01ff837
Lg 19' монитор LED,25 000 тг.,https://www.olx.kz/d/obyavlenie/lg-19-monitor-led-IDjgdTP.html#f9f01ff837
Мышь оптическая DIGENT IZZIX-FM1000 (встроеный сканер). Продам,3 500 тг.,https://www.olx.kz/d/obyavlenie/mysh-opticheskaya-digent-izzix-fm1000-vstroenyy-skaner-prodam-IDh9EDb.html#f9f01ff837
AOC 24G2/BK 144Hz,63 000 тг.,https://www.olx.kz/d/obyavlenie/aoc-24g2-bk-144hz-IDlrMKl.html#f9f01ff837;promoted
Продам адаптер от флешки,500 тг.,https://www.olx.kz/d/obyavlenie/prodam-adapter-ot-fleshki-IDkhcYy.html#f9f01ff837
Продам компьютер,200 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-kompyuter-IDlsvXH.html#f9f01ff837
Оперативки маленькие по 1000 тенге длинные по 500 тенге,1 000 тг.,https://www.olx.kz/d/obyavlenie/operativki-malenkie-po-1000-tenge-dlinnye-po-500-tenge-IDlsvXy.html#f9f01ff837
Выкуп старых компьютеров !,777 тг.,https://www.olx.kz/d/obyavlenie/vykup-staryh-kompyuterov-IDlsvX2.html#f9f01ff837
Картридж Canon С-EXV 14,7 000 тг.,https://www.olx.kz/d/obyavlenie/kartridzh-canon-s-exv-14-IDk5TG4.html#f9f01ff837
Продам Настольный Компьютер!,50 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-nastolnyy-kompyuter-IDjDXQi.html#f9f01ff837
Коврик для мыши Xiaomi,4 000 тг.,https://www.olx.kz/d/obyavlenie/kovrik-dlya-myshi-xiaomi-IDlsvVp.html#f9f01ff837
"Продам Игровой монитор Asus PG279q 27 дюймов, 1440р, IPS, 165 Герц",220 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-igrovoy-monitor-asus-pg279q-27-dyuymov-1440r-ips-165-gerts-IDjgB7R.html#f9f01ff837
Модем для интернета,2 500 тг.,https://www.olx.kz/d/obyavlenie/modem-dlya-interneta-IDl5fkR.html#f9f01ff837
Продам монитор BRAMA,10 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-monitor-brama-IDkwch5.html#f9f01ff837
Процессор Intel core 2 Duo E 6300,4 000 тг.,https://www.olx.kz/d/obyavlenie/protsessor-intel-core-2-duo-e-6300-IDkmv49.html#f9f01ff837
Компьютер на запчасти,3 000 тг.,https://www.olx.kz/d/obyavlenie/kompyuter-na-zapchasti-IDl4NRt.html#f9f01ff837
Продам Монитор Dell,10 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-monitor-dell-IDkwceQ.html#f9f01ff837
4G WiFi Интернет Модем Роутер/Работает с Любой Симкартой,24 000 тг.,https://www.olx.kz/d/obyavlenie/4g-wifi-internet-modem-router-rabotaet-s-lyuboy-simkartoy-IDkddGj.html#f9f01ff837;promoted
Видеокарта Asus GeForce GTX650 DirectCU OC,20 000 тг.,https://www.olx.kz/d/obyavlenie/videokarta-asus-geforce-gtx650-directcu-oc-IDlsvTr.html#f9f01ff837
4G WiFi Интернет Модем Роутер/Работает с Любой Симкартой,23 000 тг.,https://www.olx.kz/d/obyavlenie/4g-wifi-internet-modem-router-rabotaet-s-lyuboy-simkartoy-IDk7CAP.html#f9f01ff837;promoted
Системный блок i3 2100/DDR3 4Gb/HDD 500GB/БП 550W/Игровой корпус/,35 000 тг.,https://www.olx.kz/d/obyavlenie/sistemnyy-blok-i3-2100-ddr3-4gb-hdd-500gb-bp-550w-igrovoy-korpus-IDlsvRs.html#f9f01ff837
Материнская плата Asrock H61M-VG4 + Intel Core i5 3330 + Озу 4 гб,20 000 тг.,https://www.olx.kz/d/obyavlenie/materinskaya-plata-asrock-h61m-vg4-intel-core-i5-3330-ozu-4-gb-IDlsvRH.html#f9f01ff837
Сборка компьютеров оптом и в розницу!,80 000 тг.,https://www.olx.kz/d/obyavlenie/sborka-kompyuterov-optom-i-v-roznitsu-IDlpGxT.html#f9f01ff837;promoted
Компьютер,5 000 тг.,https://www.olx.kz/d/obyavlenie/kompyuter-IDl4rRl.html#f9f01ff837
"Модемы TP-LINK WI-FI TD-W8961N в Актобе! в ""Спутнике""! АКЦИЯ!",13 800 тг.,https://www.olx.kz/d/obyavlenie/modemy-tp-link-wi-fi-td-w8961n-v-aktobe-v-sputnike-aktsiya-IDiJQpc.html#f9f01ff837;promoted
"i3 10100,GTX1660ti 6Gb,16gb,SSD M.2 240Gb,550w",455 000 тг.,https://www.olx.kz/d/obyavlenie/i3-10100-gtx1660ti-6gb-16gb-ssd-m-2-240gb-550w-IDlpQ3U.html#f9f01ff837;promoted
4GB GTX1050 Ti GDDR5 DP HDMI DVI Gainward (оптовая цена 110000),121 990 тг.,https://www.olx.kz/d/obyavlenie/4gb-gtx1050-ti-gddr5-dp-hdmi-dvi-gainward-optovaya-tsena-110000-IDln73Q.html#f9f01ff837;promoted
Мощный Intel Core i7 20GB 144 герц SSD Игравой Компьютер Сборка 1050ti,385 000 тг.,https://www.olx.kz/d/obyavlenie/moschnyy-intel-core-i7-20gb-144-gerts-ssd-igravoy-kompyuter-sborka-1050ti-IDjT8pq.html#f9f01ff837;promoted
"i7-4770,ОЗУ 1600Ггц,Мониторы 75Гц",5 000 тг.,https://www.olx.kz/d/obyavlenie/i7-4770-ozu-1600ggts-monitory-75gts-IDljB7u.html#f9f01ff837;promoted
Игровой компьютер,260 000 тг.,https://www.olx.kz/d/obyavlenie/igrovoy-kompyuter-IDlsx1u.html#f9f01ff837
Продам системный блок двух ядерный,30 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-sistemnyy-blok-dvuh-yadernyy-IDlsx1B.html#f9f01ff837
Сетевой адаптер Tenda,2 000 тг.,https://www.olx.kz/d/obyavlenie/setevoy-adapter-tenda-IDl0XCz.html#f9f01ff837
Продам ПК I5 9400F/Asus GTX 1650 super,450 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-pk-i5-9400f-asus-gtx-1650-super-IDkYHSq.html#f9f01ff837
Lg 19' монитор LED,25 000 тг.,https://www.olx.kz/d/obyavlenie/lg-19-monitor-led-IDjgdTP.html#f9f01ff837
Мышь оптическая DIGENT IZZIX-FM1000 (встроеный сканер). Продам,3 500 тг.,https://www.olx.kz/d/obyavlenie/mysh-opticheskaya-digent-izzix-fm1000-vstroenyy-skaner-prodam-IDh9EDb.html#f9f01ff837
AOC 24G2/BK 144Hz,63 000 тг.,https://www.olx.kz/d/obyavlenie/aoc-24g2-bk-144hz-IDlrMKl.html#f9f01ff837;promoted
Продам адаптер от флешки,500 тг.,https://www.olx.kz/d/obyavlenie/prodam-adapter-ot-fleshki-IDkhcYy.html#f9f01ff837
Продам компьютер,200 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-kompyuter-IDlsvXH.html#f9f01ff837
Оперативки маленькие по 1000 тенге длинные по 500 тенге,1 000 тг.,https://www.olx.kz/d/obyavlenie/operativki-malenkie-po-1000-tenge-dlinnye-po-500-tenge-IDlsvXy.html#f9f01ff837
Выкуп старых компьютеров !,777 тг.,https://www.olx.kz/d/obyavlenie/vykup-staryh-kompyuterov-IDlsvX2.html#f9f01ff837
Картридж Canon С-EXV 14,7 000 тг.,https://www.olx.kz/d/obyavlenie/kartridzh-canon-s-exv-14-IDk5TG4.html#f9f01ff837
Продам Настольный Компьютер!,50 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-nastolnyy-kompyuter-IDjDXQi.html#f9f01ff837
Коврик для мыши Xiaomi,4 000 тг.,https://www.olx.kz/d/obyavlenie/kovrik-dlya-myshi-xiaomi-IDlsvVp.html#f9f01ff837
"Продам Игровой монитор Asus PG279q 27 дюймов, 1440р, IPS, 165 Герц",220 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-igrovoy-monitor-asus-pg279q-27-dyuymov-1440r-ips-165-gerts-IDjgB7R.html#f9f01ff837
Модем для интернета,2 500 тг.,https://www.olx.kz/d/obyavlenie/modem-dlya-interneta-IDl5fkR.html#f9f01ff837
Продам монитор BRAMA,10 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-monitor-brama-IDkwch5.html#f9f01ff837
Процессор Intel core 2 Duo E 6300,4 000 тг.,https://www.olx.kz/d/obyavlenie/protsessor-intel-core-2-duo-e-6300-IDkmv49.html#f9f01ff837
Компьютер на запчасти,3 000 тг.,https://www.olx.kz/d/obyavlenie/kompyuter-na-zapchasti-IDl4NRt.html#f9f01ff837
Продам Монитор Dell,10 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-monitor-dell-IDkwceQ.html#f9f01ff837
4G WiFi Интернет Модем Роутер/Работает с Любой Симкартой,24 000 тг.,https://www.olx.kz/d/obyavlenie/4g-wifi-internet-modem-router-rabotaet-s-lyuboy-simkartoy-IDkddGj.html#f9f01ff837;promoted
Видеокарта Asus GeForce GTX650 DirectCU OC,20 000 тг.,https://www.olx.kz/d/obyavlenie/videokarta-asus-geforce-gtx650-directcu-oc-IDlsvTr.html#f9f01ff837
4G WiFi Интернет Модем Роутер/Работает с Любой Симкартой,23 000 тг.,https://www.olx.kz/d/obyavlenie/4g-wifi-internet-modem-router-rabotaet-s-lyuboy-simkartoy-IDk7CAP.html#f9f01ff837;promoted
Системный блок i3 2100/DDR3 4Gb/HDD 500GB/БП 550W/Игровой корпус/,35 000 тг.,https://www.olx.kz/d/obyavlenie/sistemnyy-blok-i3-2100-ddr3-4gb-hdd-500gb-bp-550w-igrovoy-korpus-IDlsvRs.html#f9f01ff837
Материнская плата Asrock H61M-VG4 + Intel Core i5 3330 + Озу 4 гб,20 000 тг.,https://www.olx.kz/d/obyavlenie/materinskaya-plata-asrock-h61m-vg4-intel-core-i5-3330-ozu-4-gb-IDlsvRH.html#f9f01ff837
Сборка компьютеров оптом и в розницу!,80 000 тг.,https://www.olx.kz/d/obyavlenie/sborka-kompyuterov-optom-i-v-roznitsu-IDlpGxT.html#f9f01ff837;promoted
Компьютер,5 000 тг.,https://www.olx.kz/d/obyavlenie/kompyuter-IDl4rRl.html#f9f01ff837
Монитор для компьютера,3 500 тг.,https://www.olx.kz/d/obyavlenie/monitor-dlya-kompyutera-IDkrAAf.html#f9f01ff837
"Модемы TP-LINK WI-FI TD-W8961N в Актобе! в ""Спутнике""! АКЦИЯ!",13 800 тг.,https://www.olx.kz/d/obyavlenie/modemy-tp-link-wi-fi-td-w8961n-v-aktobe-v-sputnike-aktsiya-IDiJQpc.html#f9f01ff837;promoted
"i3 10100,GTX1660ti 6Gb,16gb,SSD M.2 240Gb,550w",455 000 тг.,https://www.olx.kz/d/obyavlenie/i3-10100-gtx1660ti-6gb-16gb-ssd-m-2-240gb-550w-IDlpQ3U.html#f9f01ff837;promoted
4GB GTX1050 Ti GDDR5 DP HDMI DVI Gainward (оптовая цена 110000),121 990 тг.,https://www.olx.kz/d/obyavlenie/4gb-gtx1050-ti-gddr5-dp-hdmi-dvi-gainward-optovaya-tsena-110000-IDln73Q.html#f9f01ff837;promoted
Мощный Intel Core i7 20GB 144 герц SSD Игравой Компьютер Сборка 1050ti,385 000 тг.,https://www.olx.kz/d/obyavlenie/moschnyy-intel-core-i7-20gb-144-gerts-ssd-igravoy-kompyuter-sborka-1050ti-IDjT8pq.html#f9f01ff837;promoted
"i7-4770,ОЗУ 1600Ггц,Мониторы 75Гц",5 000 тг.,https://www.olx.kz/d/obyavlenie/i7-4770-ozu-1600ggts-monitory-75gts-IDljB7u.html#f9f01ff837;promoted
Игровой компьютер,260 000 тг.,https://www.olx.kz/d/obyavlenie/igrovoy-kompyuter-IDlsx1u.html#f9f01ff837
Продам системный блок двух ядерный,30 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-sistemnyy-blok-dvuh-yadernyy-IDlsx1B.html#f9f01ff837
Сетевой адаптер Tenda,2 000 тг.,https://www.olx.kz/d/obyavlenie/setevoy-adapter-tenda-IDl0XCz.html#f9f01ff837
Продам ПК I5 9400F/Asus GTX 1650 super,450 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-pk-i5-9400f-asus-gtx-1650-super-IDkYHSq.html#f9f01ff837
Lg 19' монитор LED,25 000 тг.,https://www.olx.kz/d/obyavlenie/lg-19-monitor-led-IDjgdTP.html#f9f01ff837
Мышь оптическая DIGENT IZZIX-FM1000 (встроеный сканер). Продам,3 500 тг.,https://www.olx.kz/d/obyavlenie/mysh-opticheskaya-digent-izzix-fm1000-vstroenyy-skaner-prodam-IDh9EDb.html#f9f01ff837
AOC 24G2/BK 144Hz,63 000 тг.,https://www.olx.kz/d/obyavlenie/aoc-24g2-bk-144hz-IDlrMKl.html#f9f01ff837;promoted
Продам адаптер от флешки,500 тг.,https://www.olx.kz/d/obyavlenie/prodam-adapter-ot-fleshki-IDkhcYy.html#f9f01ff837
Продам компьютер,200 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-kompyuter-IDlsvXH.html#f9f01ff837
Оперативки маленькие по 1000 тенге длинные по 500 тенге,1 000 тг.,https://www.olx.kz/d/obyavlenie/operativki-malenkie-po-1000-tenge-dlinnye-po-500-tenge-IDlsvXy.html#f9f01ff837
Выкуп старых компьютеров !,777 тг.,https://www.olx.kz/d/obyavlenie/vykup-staryh-kompyuterov-IDlsvX2.html#f9f01ff837
Картридж Canon С-EXV 14,7 000 тг.,https://www.olx.kz/d/obyavlenie/kartridzh-canon-s-exv-14-IDk5TG4.html#f9f01ff837
Продам Настольный Компьютер!,50 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-nastolnyy-kompyuter-IDjDXQi.html#f9f01ff837
Коврик для мыши Xiaomi,4 000 тг.,https://www.olx.kz/d/obyavlenie/kovrik-dlya-myshi-xiaomi-IDlsvVp.html#f9f01ff837
